Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2005-01-31,56.0,56.32,55.78,56.32,1603700.0,0.0,1.0,30.642665166521,30.81776611033,30.522283267653,30.81776611033,1603700.0
2005-02-28,59.28,59.61,58.54,58.55,2095600.0,0.0,1.0,32.437449840561,32.618022688863,32.032528908003,32.038000812497,2095600.0
2005-03-31,55.0,56.04,54.84,55.8,1775400.0,0.0,1.0,30.111938324733,30.681327703964,30.024339958697,30.549930154911,1775400.0
2005-04-30,55.0,55.6,54.15,55.57,2867000.0,0.0,1.0,30.111938324733,30.440432197366,29.646572005169,30.424007503734,2867000.0
2005-05-31,57.95,58.35,57.67,57.93,1691400.0,0.0,1.0,31.727033198514,31.946029113603,31.573736057951,31.716083402759,1691400.0
2005-06-30,57.32,58.03,57.32,57.58,2003800.0,0.0,1.0,31.414912522476,31.804036526156,31.414912522476,31.557408636499,2003800.0
2005-07-31,58.82,59.86,58.71,59.58,2709600.0,0.0,1.0,32.237005487997,32.806989944093,32.176718670526,32.653532590529,2709600.0
2005-08-31,58.11,59.85,58.0,59.61,2435500.0,0.0,1.0,31.847881484317,32.801509324323,31.787594666846,32.669974449839,2435500.0
2005-09-30,62.9,63.78,62.73,63.44,1459100.0,0.0,1.0,34.505883041192,34.988636253851,34.412623897837,34.802117967142,1459100.0
2005-10-31,62.75,63.28,62.46,62.51,2080900.0,0.0,1.0,34.423595561761,34.714344655749,34.264506434862,34.291935594673,2080900.0
2005-11-30,63.75,64.49,63.75,63.95,2985000.0,0.0,1.0,34.972178757965,35.378130323155,34.972178757965,35.081895397206,2985000.0
2005-12-31,68.91,69.02,68.71,68.75,882600.0,0.0,1.0,37.835654579473,37.8960510677,37.725842782696,37.747805142051,882600.0
2006-01-31,72.4,72.47,71.6105,72.04,1692200.0,0.0,1.0,39.751870433229,39.790304562101,39.318388365452,39.554209199031,1692200.0
2006-02-28,72.88,72.88,72.29,72.6,1344200.0,0.0,1.0,40.015418745494,40.015418745494,39.691473945002,39.861682230006,1344200.0
2006-03-31,74.71,75.08,74.27,74.52,1066300.0,0.0,1.0,41.05294298458,41.256256984103,40.811164174338,40.948538498339,1066300.0
2006-04-30,68.05,68.15,66.93,67.35,1921500.0,0.0,1.0,37.393290993183,37.448240722784,36.777854021657,37.008642885979,1921500.0
2006-05-31,66.26,66.99,66.21,66.91,1777000.0,0.0,1.0,36.409690833333,36.810823859417,36.382215968533,36.766864075737,1777000.0
2006-06-30,65.2,65.53,63.93,64.33,3101300.0,0.0,1.0,35.878494968973,36.060088578479,35.179634714209,35.399748180277,3101300.0
2006-07-31,67.82,67.85,66.98,67.0,1552300.0,0.0,1.0,37.320238171714,37.336746681669,36.857999892973,36.869005566276,1552300.0
