Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2005-01-31,51.35,51.97,51.35,51.6,13606400.0,0.0,1.0,35.26906412516982,35.69490287410079,35.26906412516982,35.44077329812586,13606400.0
2005-02-28,63.26,64.04,62.1,63.31,35559400.0,0.0,1.0,43.65960300187847,44.19792880556904,42.859015909210456,43.694111066217616,35559400.0
2005-03-31,59.66,60.32,59.54,59.6,20912800.0,0.0,1.0,41.17502236946047,41.63052881873711,41.09220301504654,41.13361269225351,20912800.0
2005-04-30,56.5,57.24,56.1,57.03,26476200.0,0.0,1.0,38.994112703226904,39.50483205544616,38.71804818851379,39.35989818522177,26476200.0
2005-05-31,57.07,57.1,56.1,56.2,21371100.0,0.0,1.0,39.58688282389226,39.607692469673175,38.91403761030937,38.98340309624576,21371100.0
2005-06-30,58.44,58.84,57.46,57.47,20564100.0,0.0,1.0,40.53718998122067,40.8146519249662,39.857408219044146,39.86434476763778,20564100.0
2005-07-31,60.04,60.17,58.75,58.75,17608000.0,0.0,1.0,41.64703775620276,41.73721288792005,40.752222987623455,40.752222987623455,17608000.0
2005-08-31,58.8,60.0,58.65,59.9,32236900.0,0.0,1.0,40.98437155132406,41.82078729726945,40.87981958308089,41.75108598510733,32236900.0
2005-09-30,64.61,64.62,63.3,63.54,16028700.0,0.0,1.0,45.034017787942986,45.0409879191592,44.12093059861927,44.28821374780834,16028700.0
2005-10-31,57.03,57.37,56.06,56.14,25117500.0,0.0,1.0,39.75065832605461,39.987642787405804,39.07455559808209,39.13031664781178,25117500.0
2005-11-30,58.21,58.87,58.0,58.03,21287100.0,0.0,1.0,40.77822721735518,41.24058127960315,40.63111456118537,40.652130654923916,21287100.0
2005-12-31,56.1,56.69,55.78,56.17,14483800.0,0.0,1.0,39.300095291077575,39.71341180126894,39.075923624533104,39.34913284313418,14483800.0
2006-01-31,63.08,63.45,62.3,62.75,24268400.0,0.0,1.0,44.189839767578846,44.449038257020895,43.6434213303767,43.95866273645486,24268400.0
2006-02-28,59.75,59.75,59.1,59.37,19191800.0,0.0,1.0,42.078849306896394,42.078849306896394,41.62108776631928,41.81123486778977,19191800.0
2006-03-31,60.9,61.18,60.82,60.86,19309600.0,0.0,1.0,42.88873510945591,43.085924696166046,42.832395227538726,42.86056516849732,19309600.0
2006-04-30,62.57,63.5,62.52,63.08,20652600.0,0.0,1.0,44.06483014447711,44.71978127176437,44.02961771827887,44.423996891699154,20652600.0
2006-05-31,60.21,61.06,59.76,60.91,25875200.0,0.0,1.0,42.61521591910577,43.21682584322535,42.29671654751305,43.11065938602778,25875200.0
2006-06-30,62.65,62.65,61.35,61.35,32336500.0,0.0,1.0,44.34219028951962,44.34219028951962,43.42208099380733,43.42208099380733,32336500.0
2006-07-31,67.43,67.94,66.76,67.74,20170900.0,0.0,1.0,47.72536139221562,48.08632734668736,47.25115121673313,47.94477207042393,20170900.0
2006-08-31,68.05,68.26,67.6,67.67,19244400.0,0.0,1.0,48.386457604120594,48.535776576888644,48.0664883767605,48.11626136768319,19244400.0
2006-09-30,67.13,67.67,66.79,67.1,20239000.0,0.0,1.0,47.73229829485107,48.11626136768319,47.49054376751234,47.710967013027066,20239000.0
2006-10-31,70.7,71.48,70.01,71.42,20317900.0,0.0,1.0,50.27072083190781,50.825334159331966,49.780101349955665,50.78267159568395,20317900.0
2006-11-30,76.38,77.37,76.05,76.81,27330900.0,0.0,1.0,54.542375060277415,55.2493265044994,54.30672457887009,54.849434778474844,27330900.0
2006-12-31,77.01,77.24,76.2,76.63,12633200.0,0.0,1.0,54.99225325205504,55.156494496672266,54.41383843405524,54.72089815225266,12633200.0
2007-01-31,74.19,74.72,73.48,74.1,24249200.0,0.0,1.0,52.978512774574256,53.35698172956178,52.47150719336456,52.91424446146316,24249200.0
2007-02-28,72.1,73.6,71.18,71.68,55723000.0,0.0,1.0,51.706350394363035,52.78207196983522,51.046574494740106,51.405148353230835,55723000.0
2007-03-31,76.24,76.35,74.94,75.45,24020300.0,0.0,1.0,54.675341942666265,54.754228191534224,53.74304991059037,54.10879524625092,24020300.0
2007-04-30,80.3,80.88,79.38,79.38,21750000.0,0.0,1.0,57.586961673610986,58.00290734946023,56.92718577398804,56.92718577398804,21750000.0
2007-05-31,84.0,84.25,83.12,83.17,21049000.0,0.0,1.0,60.505985035602905,60.68606237201839,59.87211281142041,59.9081282787035,21049000.0
